"LookupType","LookupCode","Meaning","Description","Tag","LegislationCode"
"BEN_DFLT_ENRT","RL","Formula",,,
"BEN_DFLT_ENRT","NSDCSD","New - default; current - default",,,
"BEN_DFLT_ENRT","NDCN","New - default; current - nothing",,,
"BEN_DFLT_ENRT","NSDCS","New - default; current - same enrollment and rates",,,
"BEN_DFLT_ENRT","NDCSEDR","New - default; current - same enrollment but default rate",,,
"BEN_DFLT_ENRT","NNCD","New - nothing; current - default",,,
"BEN_DFLT_ENRT","NNCN","New - nothing; current - nothing",,,
"BEN_DFLT_ENRT","NNCS","New - nothing; current - same enrollment and rates",,,
"BEN_DFLT_ENRT","NNCSEDR","New - nothing; current - same enrollment but default rates",,,
"BEN_DFLT_ENRT_LEVEL","COP","Option in plan",,,
"BEN_DFLT_ENRT_LEVEL","CPP","Plan",,,
"BEN_DFLT_ENRT_LEVEL","CTP","Plan type",,,
"BEN_DFLT_ENRT_MTHD","A","Automatic",,,
"BEN_DFLT_ENRT_MTHD","E","Explicit",,,
"BEN_DFLT_ENRT_MTHD","RL","Formula",,,
"BEN_DFLT_EXCS_TRTMT","DSTRBT_ALL","Distribute all",,,
"BEN_DFLT_EXCS_TRTMT","DSTRBT_FRFT","Distribute maximum, then forfeit",,,
"BEN_DFLT_EXCS_TRTMT","DSTRBT_RLOVR_FRFT","Distribute maximum, then roll over maximum, then forfeit",,,
"BEN_DFLT_EXCS_TRTMT","FRFT_ALL","Forfeit all",,,
"BEN_DFLT_EXCS_TRTMT","RL","Formula",,,
"BEN_DFLT_EXCS_TRTMT","RLOVR_DSTRBT_FRFT","Roll over maximum, then distribute maximum, then forfeit",,,
"BEN_DFLT_EXCS_TRTMT","RLOVR_FRFT","Roll over maximum, then forfeit",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CDND","Current - default; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CDNM","Current - default; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CDNL","Current - default; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CDNN","Current - default; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CMNN","Current - minimum, new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CMND","Current - minimum; new - apply default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CMNM","Current - minimum; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CMNL","Current - minimum; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CLNN","Current - next Lower, new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CLND","Current - next lower; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CLNM","Current - next lower; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CLNL","Current - next lower; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CNND","Current - nothing; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CNNM","Current - nothing; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CNNL","Current - nothing; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CNNN","Current - nothing; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSODFNDF","Current - same option in plan, default; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSODFNMN","Current - same option in plan, default; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSODFNNL","Current - same option in plan, default; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSODFNNT","Current - same option in plan, default; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSOMNNDF","Current - same option in plan, minimum; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSOMNNMN","Current - same option in plan, minimum; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSOMNNNL","Current - same option in plan, minimum; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSOMNNNT","Current - same option in plan, minimum; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSONLNDF","Current - same option in plan, next lower; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSONLNMN","Current - same option in plan, next lower; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSONLNNL","Current - same option in plan, next lower; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSONLNNT","Current - same option in plan, next lower; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSONTNDF","Current - same option in plan, nothing; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSONTNMN","Current - same option in plan, nothing; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSONTNNL","Current - same option in plan, nothing; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSONTNNT","Current - same option in plan, nothing; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSOSMNDF","Current - same option in plan, same; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSOSMNMN","Current - same option in plan, same; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSOSMNNL","Current - same option in plan, same; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSOSMNNT","Current - same option in plan, same; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASDFNNT","Current - same plan type default; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASDFNDF","Current - same plan type, default; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASDFNMN","Current - same plan type, default; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASDFNNL","Current - same plan type, default; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASMNNDF","Current - same plan type, minimum; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASMNNMN","Current - same plan type, minimum; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASMNNNL","Current - same plan type, minimum; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASMNNNT","Current - same plan type, minimum; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASNLNDF","Current - same plan type, next lower; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASNLNMN","Current - same plan type, next lower; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASNLNNL","Current - same plan type, next lower; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASNLNNT","Current - same plan type, next lower; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASNTNDF","Current - same plan type, nothing; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASNTNMN","Current - same plan type, nothing; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASNTNNL","Current - same plan type, nothing; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASNTNNT","Current - same plan type, nothing; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASSMNDF","Current - same plan type, same; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASSMNMN","Current - same plan type, same; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASSMNNL","Current - same plan type, same; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CASSMNNT","Current - same plan type, same; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSEDFNDF","Current - same plan, default; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSEDFNMN","Current - same plan, default; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSEDFNNL","Current - same plan, default; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSEDFNNT","Current - same plan, default; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSEMNNDF","Current - same plan, minimum; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSEMNNMN","Current - same plan, minimum; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSEMNNNL","Current - same plan, minimum; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSEMNNNT","Current - same plan, minimum; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSENLNDF","Current - same plan, next lower; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSENLNMN","Current - same plan, next lower; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSENLNNL","Current - same plan, next lower; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSENLNNT","Current - same plan, next lower; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSENTNDF","Current - same plan, nothing; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSENTNMN","Current - same plan, nothing; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSENTNNL","Current - same plan, nothing; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSENTNNT","Current - same plan, nothing; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSESMNDF","Current - same plan, same; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSESMNMN","Current - same plan, same; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSESMNNL","Current - same plan, same; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSESMNNT","Current - same plan, same; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSND","Current - same; new - default",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSNM","Current - same; new - minimum",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSNL","Current - same; new - next lower",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","CSNN","Current - same; new - nothing",,,
"BEN_DFLT_TO_ASN_PNDG_CTFN","RL","Formula",,,
"BEN_DISPLAY_EMPLOYEE_NAME","CN","Alternate name",,,
"BEN_DISPLAY_EMPLOYEE_NAME","BN","Brief name",,,
"BEN_DISPLAY_EMPLOYEE_NAME","FN","Full name",,,
"BEN_DISPLAY_NAME_BASIS","LEOD","Life event date",,,
"BEN_DISPLAY_NAME_BASIS","SESSION","Session date",,,
"BEN_DPNT_CVG_CTFN_TYP","AC","Adoption certificate",,,
"BEN_DPNT_CVG_CTFN_TYP","BC","Birth certificate",,,
"BEN_DPNT_CVG_CTFN_TYP","DCC","Domestic partner certificate",,,
"BEN_DPNT_CVG_CTFN_TYP","LCC","Legal custody certificate",,,
"BEN_DPNT_CVG_CTFN_TYP","MC","Marriage certificate",,,
"BEN_DPNT_CVG_END","AED","As of event date",,,
"BEN_DPNT_CVG_END","EEELDPPADI","Earlier of participant enrollment or next month end",,,
"BEN_DPNT_CVG_END","EEELDMADI","Earlier of participant enrollment or next pay period end",,,
"BEN_DPNT_CVG_END","EEELDNSMADI","Earlier of participant enrollment or next semi month end",,,
"BEN_DPNT_CVG_END","EEDI","Earliest of enrollment end, designate end, or ineligible",,,
"BEN_DPNT_CVG_END","ALDCM","End of month",,,
"BEN_DPNT_CVG_END","ALDCPP","End of pay period",,,
"BEN_DPNT_CVG_END","ALDCSM","End of semi-monthly period",,,
"BEN_DPNT_CVG_END","ALDCPPY","End of year",,,
"BEN_DPNT_CVG_END","RL","Formula",,,
"BEN_DPNT_CVG_END","ODBEFFD","One day before effective date",,,
"BEN_DPNT_CVG_END","ODBED","One day before event",,,
"BEN_DPNT_CVG_END","PECED","Participant's enrollment coverage end date",,,
"BEN_DPNT_CVG_STRT","AED","As of event date",,,
"BEN_DPNT_CVG_STRT","AFDCM","First of month",,,
"BEN_DPNT_CVG_STRT","AFDFM","First of next month",,,
"BEN_DPNT_CVG_STRT","AFDFPP","First of next pay period",,,
"BEN_DPNT_CVG_STRT","AFDFSM","First of next semi-monthly period",,,
"BEN_DPNT_CVG_STRT","AFDFPPY","First of next year",,,
"BEN_DPNT_CVG_STRT","AFDCPP","First of pay period",,,
"BEN_DPNT_CVG_STRT","AFDCPPY","First of year",,,
"BEN_DPNT_CVG_STRT","RL","Formula",,,
"BEN_DPNT_CVG_STRT","LESFDMAD","Later of enroll or first of month after designation",,,
"BEN_DPNT_CVG_STRT","LESFDPPAD","Later of enroll or first of pay period after designation",,,
"BEN_DPNT_CVG_STRT","LESFDSMAD","Later of enroll start or first of semimonth after designate",,,
"BEN_DPNT_CVG_STRT","LESWD","Later of enrollment start or date designated",,,
"BEN_DPNT_CVG_STRT","OED","On effective date",,,
"BEN_DPNT_CVG_STRT","PECSD","Participant's enrollment coverage start date",,,
"BEN_DPNT_DSGN","O","Optional",,,
"BEN_DPNT_DSGN","R","Required",,,
"BEN_DPNT_DSGN_LVL","PL","Plan",,,
"BEN_DPNT_DSGN_LVL","PTIP","Plan type in program",,,
"BEN_DPNT_DSGN_LVL","PGM","Program",,,
"BEN_DRVBL_FCTR_PRPS","EP","Determine eligibility to participate",,,
"BEN_DRVBL_FCTR_PRPS","RT","Determine rates",,,
"BEN_DRVBL_FCTR_UOM_PRPS","AGE","Age",,,
"BEN_DRVBL_FCTR_UOM_PRPS","CMPLVL","Compensation level",,,
"BEN_DRVBL_FCTR_UOM_PRPS","HRSWKD","Hours worked in period",,,
"BEN_DRVBL_FCTR_UOM_PRPS","LOS","Length of service",,,
"BEN_DSGN_TYP","BNF","Beneficiaries",,,
"BEN_DSGN_TYP","DPNT","Dependents",,,
"BEN_DSPLY_SS_OVERVIEW_CD","L","List View","To display as lists",,
"BEN_DSPLY_SS_OVERVIEW_CD","T","Tabular View","To display as tables",,
"BEN_DTCT_TMPRL_LER_TYP","ASC","Age, service, compensation, hours worked, full-time percentage",,,
"BEN_DTCT_TMPRL_LER_TYP","ALL","All",,,
"BEN_DTCT_TMPRL_LER_TYP","BEVASC","All except nonpayment or late payment",,,
"BEN_DTCT_TMPRL_LER_TYP","BEV","Became ineligible, enrollment period, or voluntary end",,,
"BEN_DTCT_TMPRL_LER_TYP","NONE","None",,,
"BEN_DTCT_TMPRL_LER_TYP","PBEV","Payment, became ineligible, enrollment period, or voluntary end",,,
"BEN_DTCT_TMPRL_LER_TYP","P","Payment, nonpayment, or late payment",,,
"BEN_DY_NAME","FRI","Friday",,,
"BEN_DY_NAME","MON","Monday",,,
"BEN_DY_NAME","SAT","Saturday",,,
"BEN_DY_NAME","SUN","Sunday",,,
"BEN_DY_NAME","THU","Thursday",,,
"BEN_DY_NAME","TUE","Tuesday",,,
"BEN_DY_NAME","WED","Wednesday",,,
"BEN_ELE_ENTRY_VAL","PYR","Annual amount",,,
"BEN_ELE_ENTRY_VAL","CMCD","Communicated amount",,,
"BEN_ELE_ENTRY_VAL","DFND","Defined amount",,,
"BEN_ELE_ENTRY_VAL","EPP","Estimated per-pay-period amount",,,
"BEN_ELE_ENTRY_VAL","PP","Per-pay-period amount",,,
"BEN_ELIG_ASG_TYPE","AAA","All applicant assignments",,,
"BEN_ELIG_ASG_TYPE","LAA","All assignments",,,
"BEN_ELIG_ASG_TYPE","BAA","All benefits assignments",,,
"BEN_ELIG_ASG_TYPE","EAA","All employee assignments",,,
"BEN_ELIG_ASG_TYPE","LAP","All primary assignments",,,
"BEN_ELIG_ASG_TYPE","NAA","No assignment context",,,
"BEN_ELIG_ASG_TYPE","AAP","Primary applicant assignment only",,,
"BEN_ELIG_ASG_TYPE","BAP","Primary benefits assignment only",,,
"BEN_ELIG_ASG_TYPE","EAP","Primary employee assignment only",,,
"BEN_ELIG_ENROL","ELIG","Eligible",,,
"BEN_ELIG_ENROL","ENROL","Enrolled",,,
"BEN_ELIG_ENRT_REPORT_PARAMS","CURR_ENRLD","Currently enrolled",,,
"BEN_ELIG_ENRT_REPORT_PARAMS","ELIGIBLE","Eligible",,,
"BEN_ELIG_ENRT_REPORT_PARAMS","ELIG_PL_OPT","Eligible by plan and option",,,
"BEN_ELIG_ENRT_REPORT_PARAMS","A","Enrolled by automatic",,,
"BEN_ELIG_ENRT_REPORT_PARAMS","G","Enrolled by data load",,,
"BEN_ELIG_ENRT_REPORT_PARAMS","D","Enrolled by default",,,
"BEN_ELIG_ENRT_REPORT_PARAMS","E","Enrolled by explicit",,,
"BEN_ELIG_ENRT_REPORT_PARAMS","O","Enrolled by override",,,
"BEN_ELIG_ENRT_REPORT_PARAMS","NEW_INELIG","Newly Ineligible",,,
"BEN_ELIG_ENRT_REPORT_PARAMS","NEW_INELIG_PL_OPT","Newly Ineligible by plan and option",,,
"BEN_ELIG_ENRT_REPORT_PARAMS","NEW_DEENRL","Newly disenrolled",,,
"BEN_ELIG_ENRT_REPORT_PARAMS","NEW_DEENRL_PL_OPT","Newly disenrolled by plan and option",,,
"BEN_ELIG_ENRT_REPORT_PARAMS","PLAN","Plan",,,
"BEN_ELIG_INELIG","ETHREI","Either eligible or ineligible",,,
"BEN_ELIG_INELIG","ELIG","Eligible",,,
"BEN_ELIG_INELIG","INELIG","Ineligible",,,
"BEN_ELIG_OBJ_TYPE","GoalManagement","Goal Management",,,
"BEN_ELIG_OBJ_TYPE","GOALS","Goals",,,
"BEN_ELIG_OBJ_TYPE","PERFORMANCE","Performance",,,
"BEN_ELIG_OBJ_TYPE","PerformanceManagement","Performance Management",,,
"BEN_ELIG_OBJ_TYPE","PersonalBrandSurvey","Personal Brand Survey",,,
"BEN_ELIG_OBJ_TYPE","ScheduleManagement","Schedule Management",,,
"BEN_ELIG_OBJ_TYPE","CAC_SR_SCHEDULES_VL","Schedules",,,
"BEN_ELIG_PRFL_TYPE","ELIG","Eligibility",,,
"BEN_ELIG_PRFL_TYPE","ELIGSCOWT","Eligibility and scoring",,,
"BEN_ELIG_PRFL_TYPE","SCOWT","Score and weight",,,
"BEN_ENRL_DET_DT","DOD","Date of determination",,,
"BEN_ENRL_DET_DT","DODM1","Date of determination minus one",,,
"BEN_ENRT","CANA","Current - assign automatically; new - assign automatically",,,
"BEN_ENRT","CANN","Current - assign automatically; new - nothing",,,
"BEN_ENRT","CCKCNCC","Current - can keep or choose; new - can choose",,,
"BEN_ENRT","CCKCNN","Current - can keep or choose; new - nothing",,,
"BEN_ENRT","CCONCC","Current - choose only; new - can choose",,,
"BEN_ENRT","CCONN","Current - choose only; new - nothing",,,
"BEN_ENRT","CKNCC","Current - keep only; new - can choose",,,
"BEN_ENRT","CKNN","Current - keep only; new - nothing",,,
"BEN_ENRT","CCKCSNCC","Current - keep or choose, starts new; new - can choose",,,
"BEN_ENRT","CKONCC","Current - keep; new - can choose",,,
"BEN_ENRT","CLNCC","Current - lose only; new - can choose",,,
"BEN_ENRT","CLONN","Current - lose only; new - nothing",,,
"BEN_ENRT","CNNA","Current - nothing; new - assign automatically",,,
"BEN_ENRT","RL","Formula",,,
"BEN_ENRT_CTFN_TYP","DPA","Domestic partner affidavit",,,
"BEN_ENRT_CTFN_TYP","PEC","Proof of external coverage",,,
"BEN_ENRT_CTFN_TYP","PGH","Proof of good health",,,
"BEN_ENRT_CTFN_TYP","POC","Proof of other coverage",,,
"BEN_ENRT_CVG_END","ODBEFFD","1 day before effective date",,,
"BEN_ENRT_CVG_END","ODBED","1 day before event",,,
"BEN_ENRT_CVG_END","LODBED","1 day before later event or notified",,,
"BEN_ENRT_CVG_END","WEM","1 prior",,,
"BEN_ENRT_CVG_END","WODBED","1 prior or 1 day before event",,,
"BEN_ENRT_CVG_END","LWODBED","1 prior or 1 day before later of event or notified",,,
"BEN_ENRT_CVG_END","WAED","1 prior or event",,,
"BEN_ENRT_CVG_END","WALDCPPSY","1 prior or half year end",,,
"BEN_ENRT_CVG_END","WALDLPPEPPY","1 prior or last pay period end",,,
"BEN_ENRT_CVG_END","LWEM","1 prior or later event or notified",,,
"BEN_ENRT_CVG_END","LWALDCPPSY","1 prior or later event or notified half year end",,,
"BEN_ENRT_CVG_END","LWALDLPPEPPY","1 prior or later event or notified last pay period end",,,
"BEN_ENRT_CVG_END","LWALDCM","1 prior or later event or notified month end",,,
"BEN_ENRT_CVG_END","LWALDCPP","1 prior or later event or notified pay period end",,,
"BEN_ENRT_CVG_END","LWALDCPPQ","1 prior or later event or notified quarter end",,,
"BEN_ENRT_CVG_END","LWALDCSM","1 prior or later event or notified semi month end",,,
"BEN_ENRT_CVG_END","LWALDCPPY","1 prior or later event or notified year end",,,
"BEN_ENRT_CVG_END","WALDCM","1 prior or month end",,,
"BEN_ENRT_CVG_END","WALDCPP","1 prior or pay period end",,,
"BEN_ENRT_CVG_END","WALDCPPQ","1 prior or quarter end",,,
"BEN_ENRT_CVG_END","WALDCSM","1 prior or semi month end",,,
"BEN_ENRT_CVG_END","WALDCPPY","1 prior or year end",,,
"BEN_ENRT_CVG_END","ALDCPPSY","End of half year",,,
"BEN_ENRT_CVG_END","LALDCPPSY","End of half year later event or notified",,,
"BEN_ENRT_CVG_END","LALDLPPEPPY","End of last pay period of event year later of event or notified",,,
"BEN_ENRT_CVG_END","ALDLPPEPPY","End of last pay period of year",,,
"BEN_ENRT_CVG_END","ALDCM","End of month",,,
"BEN_ENRT_CVG_END","LALDCM","End of month later event or notified",,,
"BEN_ENRT_CVG_END","ALDCPP","End of pay period",,,
"BEN_ENRT_CVG_END","LALDCPP","End of pay period later event or notified",,,
"BEN_ENRT_CVG_END","ALDPPPY","End of previous year",,,
"BEN_ENRT_CVG_END","ALDCPPQ","End of quarter",,,
"BEN_ENRT_CVG_END","LALDCPPQ","End of quarter later event or notified",,,
"BEN_ENRT_CVG_END","LALDCSM","End of semi month later event or notified",,,
"BEN_ENRT_CVG_END","ALDCSM","End of semi-monthly period",,,
"BEN_ENRT_CVG_END","ALDCPPY","End of year",,,
"BEN_ENRT_CVG_END","LALDCPPY","End of year later event or notified",,,
"BEN_ENRT_CVG_END","ENTRBL","Enterable",,,
"BEN_ENRT_CVG_END","AED","Event",,,
"BEN_ENRT_CVG_END","RL","Formula",,,
"BEN_ENRT_CVG_END","LRD","Later event or notified",,,
"BEN_ENRT_CVG_STRT","LFDPPCF","1st of pay period on or after later of event or notified",,,
"BEN_ENRT_CVG_STRT","LFDSMCF","1st of semi-month on or after later of event or notified",,,
"BEN_ENRT_CVG_STRT","OED","Effective date",,,
"BEN_ENRT_CVG_STRT","ODEWM","Elections",,,
"BEN_ENRT_CVG_STRT","ENTRBL","Enterable",,,
"BEN_ENRT_CVG_STRT","AED","Event",,,
"BEN_ENRT_CVG_STRT","AFDCSPPY","First of half year",,,
"BEN_ENRT_CVG_STRT","LAFDFPPSY","First of half year after later event or notified",,,
"BEN_ENRT_CVG_STRT","FDSPPYCF","First of half year on or after event",,,
"BEN_ENRT_CVG_STRT","LFDPPSYCF","First of half year on or after later event or notified",,,
"BEN_ENRT_CVG_STRT","FDLMPPY","First of last month in year",,,
"BEN_ENRT_CVG_STRT","LAFDLMEPPY","First of last month in year later event or notified",,,
"BEN_ENRT_CVG_STRT","FDLMEPPYCF","First of last month in year on or after event",,,
"BEN_ENRT_CVG_STRT","FDLPPEPPY","First of last pay period in year",,,
"BEN_ENRT_CVG_STRT","FDLPPEPPYCF","First of last pay period in year on or after event",,,
"BEN_ENRT_CVG_STRT","AFDCM","First of month",,,
"BEN_ENRT_CVG_STRT","AFDELD","First of month after elections made",,,
"BEN_ENRT_CVG_STRT","LAFDFM","First of month after later event or notified",,,
"BEN_ENRT_CVG_STRT","FDMELD","First of month on or after elections made",,,
"BEN_ENRT_CVG_STRT","FDMCF","First of month on or after event",,,
"BEN_ENRT_CVG_STRT","LFDMCF","First of month on or after later of event or notified",,,
"BEN_ENRT_CVG_STRT","AFDFPPSY","First of next half year",,,
"BEN_ENRT_CVG_STRT","AFDFM","First of next month",,,
"BEN_ENRT_CVG_STRT","AFDFPP","First of next pay period",,,
"BEN_ENRT_CVG_STRT","AFDFPPQ","First of next quarter",,,
"BEN_ENRT_CVG_STRT","AFDFSM","First of next semi-monthly period",,,
"BEN_ENRT_CVG_STRT","AFDFPPY","First of next year",,,
"BEN_ENRT_CVG_STRT","AFDCPP","First of pay period",,,
"BEN_ENRT_CVG_STRT","LAFDFPP","First of pay period after later event or notified",,,
"BEN_ENRT_CVG_STRT","FDPPELD","First of pay period on or after election",,,
"BEN_ENRT_CVG_STRT","FDPPCF","First of pay period on or after event",,,
"BEN_ENRT_CVG_STRT","AFDCPPQ","First of quarter",,,
"BEN_ENRT_CVG_STRT","LAFDFPPQ","First of quarter after later event or notified",,,
"BEN_ENRT_CVG_STRT","FDPPQCF","First of quarter on or after event",,,
"BEN_ENRT_CVG_STRT","LFDPPQCF","First of quarter on or after later of event or notified",,,
"BEN_ENRT_CVG_STRT","AFDCSM","First of semi-monthly period",,,
